גרמאלהי, arc, transcription, texts/eavd0001.xml
גרמלקרת, he, transcription, texts/tana0001.xml
גשורן, arc, transcription, texts/idum0140.xml
ד, arc, transcription, texts/beth0254.xml
ד, heb, transcription, texts/beth0281.xml
ד, arc, transcription, texts/eavd0001.xml
ד, arc, transcription, texts/idum0040.xml
ד, arc, transcription, texts/idum0170.xml
ד, arc, transcription, texts/idum0171.xml
ד, arc, transcription, texts/idum0182.xml
ד, arc, transcription, texts/idum0302.xml
ד, arc, transcription, texts/idum0311.xml
ד, arc, transcription, texts/idum0313.xml
ד, arc, transcription, texts/idum0340.xml
ד, arc, transcription, texts/jaff0056.xml
ד, heb, transcription, texts/jeru0177.xml
ד, heb, transcription, texts/jord0001.xml
ד, arc, transcription, texts/masa0085.xml
ד, arc, transcription, texts/masa0421.xml
ד, he, transcription, texts/masa0529.xml
ד, he, transcription, texts/masa0535.xml
ד, arc, transcription, texts/mger0013.xml
ד, arc, transcription, texts/mger0021.xml
ד, arc, transcription, texts/mger0077.xml
ד, arc, transcription, texts/mger0099.xml
ד, arc, transcription, texts/mger0231.xml
ד, arc, transcription, texts/mger0287.xml
ד, arc, transcription, texts/mger0290.xml
ד, arc, transcription, texts/mger0310.xml
ד, arc, transcription, texts/mger0314.xml
ד, arc, transcription, texts/mger0347.xml
ד, arc, transcription, texts/mger0353.xml
ד, arc, transcription, texts/mger0373.xml
ד, arc, transcription, texts/unkn0106.xml
דא, heb, transcription, texts/jord0001.xml
דא, arc, transcription, texts/masa0556.xml
דא, arc, transcription, texts/mger0199.xml
דאין, arc, transcription, texts/mare0133.xml
דאיק, heb, transcription, texts/tibe0010.xml
דאלהא, arc, transcription, texts/mger0213.xml
דאלהא, arc, transcription, texts/mger0214.xml
דאר, grc, transcription, texts/tdor0003.xml
דאתחזק, heb, transcription, texts/abil0001.xml
דב, he, transcription, texts/masa0539.xml
דבגוה, heb, transcription, texts/beth0223.xml
דבח, arc, transcription, texts/mger0199.xml
דבחא, arc, transcription, texts/mger0199.xml
דבי, arc, transcription, texts/jaff0055.xml
דבלא, arc, transcription, texts/unkn0104.xml
דבלה, he, transcription, texts/masa0516.xml
דבלה, he, transcription, texts/masa0519.xml
דבלה, he, transcription, texts/masa0522.xml
דבלה, he, transcription, texts/masa0525.xml
דבלה, he, transcription, texts/masa0526.xml
דבלה, he, transcription, texts/masa0527.xml
דבלה, he, transcription, texts/masa0528.xml
דבלה, he, transcription, texts/masa0530.xml
דבלה, he, transcription, texts/masa0531.xml
דבלה, he, transcription, texts/masa0533.xml
דבלה, he, transcription, texts/masa0536.xml
דבלה, he, transcription, texts/masa0537.xml
דבלה, he, transcription, texts/masa0538.xml
דבלה, he, transcription, texts/masa0540.xml
דבלין, arc, transcription, texts/unkn0104.xml
דבנישראל, heb, transcription, texts/mari0004.xml
דבר, heb, transcription, texts/jord0001.xml
דברו, arc, transcription, texts/jmon0029.xml
דבתמלכו, heb, transcription, texts/beth0267.xml
דגא, arc, transcription, texts/masa0552.xml
דגים, heb, transcription, texts/tibe0001.xml
דה, arc, transcription, texts/mger0148.xml
דהי, arc, transcription, texts/zoor0362.xml
דהיא, arc, transcription, texts/zoor0363.xml
דהכה, heb, transcription, texts/abil0001.xml
דהנו, arc, transcription, texts/idum0306.xml
דו, arc, transcription, texts/masa0088.xml
דו, arc, transcription, texts/masa0091.xml
דוגה, he, transcription, texts/masa0553.xml
דוד, heb, transcription, texts/jord0001.xml
דוה, arc, transcription, texts/mger0281.xml
דווו, grc, transcription, texts/masa0924.xml
דוטוס, grc, transcription, texts/khzi0001.xml
דוסטס, heb, transcription, texts/jeru0042.xml
דוסתס, arc, transcription, texts/jeru0049.xml
דוסתס, arc, transcription, texts/jeru0109.xml
דוסתס, he, transcription, texts/masa0382.xml
דורס, arc, transcription, texts/jeru0111.xml
דזי, arc, transcription, texts/mger0302.xml
דזיגרעאעליה, arc, transcription, texts/mger0202.xml
דחניאל, arc, transcription, texts/zoor0362.xml
דחסידה, arc, transcription, texts/zoor0363.xml
די, arc, transcription, texts/hraq0001.xml
די, arc, transcription, texts/idum0158.xml
די, grc, transcription, texts/jeri0015.xml
די, heb, transcription, texts/jeru0098.xml
די, heb, transcription, texts/jeru0236.xml
די, arc, transcription, texts/masa0087.xml
די, arc, transcription, texts/masa0554.xml
די, arc, transcription, texts/masa0556.xml
די, arc, transcription, texts/mger0003.xml
די, arc, transcription, texts/mger0040.xml
די, arc, transcription, texts/mger0087.xml
די, arc, transcription, texts/mger0148.xml
די, arc, transcription, texts/mger0154.xml
די, arc, transcription, texts/mger0156.xml
די, arc, transcription, texts/mger0161.xml
די, arc, transcription, texts/mger0241.xml
די, arc, transcription, texts/unkn0107.xml
דיאדה, arc, transcription, texts/mger0147.xml
דיאיתא, arc, transcription, texts/masa0556.xml
דיגרם, arc, transcription, texts/mare0116.xml
דידו, arc, transcription, texts/idum0147.xml
דיי, arc, transcription, texts/mger0348.xml
דימונך, arc, transcription, texts/masa0556.xml
דיפי, grc, transcription, texts/jeru0189.xml
דיפתח, heb, transcription, texts/beth0224.xml
דכ, arc, transcription, texts/jmon0007.xml
דכי, arc, transcription, texts/sepp0004.xml
דכיר, arc, transcription, texts/eavd0001.xml
דכיר, arc, transcription, texts/jmon0001.xml
דכיר, arc, transcription, texts/jmon0005.xml
דכיר, arc, transcription, texts/jmon0008.xml
דכיר, arc, transcription, texts/jmon0009.xml
דכיר, arc, transcription, texts/jmon0011.xml
דכיר, arc, transcription, texts/jmon0012.xml
דכיר, arc, transcription, texts/jmon0013.xml
דכיר, arc, transcription, texts/jmon0015.xml
דכיר, arc, transcription, texts/jmon0023.xml
דכיר, heb, transcription, texts/mari0004.xml
דכיר, arc, transcription, texts/sepp0002.xml
דכיר, arc, transcription, texts/sepp0003.xml
דכיר, arc, transcription, texts/sepp0006.xml
דכיר, arc, transcription, texts/sepp0008.xml
דכיר, arc, transcription, texts/sepp0010.xml
דכירב, arc, transcription, texts/sepp0011.xml
דכירט, arc, transcription, texts/abil0001.xml
דכירין, arc, transcription, texts/sina0105.xml
דכירלי, arc, transcription, texts/jmon0020.xml
דכירן, arc, transcription, texts/sepp0005.xml
דכל, heb, transcription, texts/beth0224.xml
דכרא, arc, transcription, texts/mare0024.xml
דכראי, arc, transcription, texts/mare0028.xml
דכרו, arc, transcription, texts/idum0024.xml
דכרו, arc, transcription, texts/idum0024a.xml
דכרי, arc, transcription, texts/mare0080.xml
דכרין, arc, transcription, texts/mare0136.xml
דכריןברןפ, arc, transcription, texts/sepp0007.xml
דכרית, grc, transcription, texts/halu0001.xml
דכרנ, arc, transcription, texts/mger0147.xml
דכרנ, arc, transcription, texts/mger0179.xml
דכרנ, arc, transcription, texts/mger0184.xml
דכרנ, arc, transcription, texts/mger0185.xml
דכרנטב, arc, transcription, texts/mger0156.xml
דלאל, arc, transcription, texts/idum0139.xml
דלי, heb, transcription, texts/tibe0001.xml
דליה, arc, transcription, texts/mger0030.xml
דם, heb, transcription, texts/jord0001.xml
דםון, arc, transcription, texts/jeru0138.xml
דמטין, arc, transcription, texts/zoor0363.xml
דמית, arc, transcription, texts/zoor0363.xml
דמיתת, arc, transcription, texts/zoor0362.xml
דמתריס, arc, transcription, texts/mare0033.xml
דנא, arc, transcription, texts/mger0201.xml
דנאיל, arc, transcription, texts/mare0117.xml
דנג, arc, transcription, texts/gaza0101.xml
דנה, arc, transcription, texts/mger0147.xml
דנה, arc, transcription, texts/mger0152.xml
דנה, arc, transcription, texts/mger0153.xml
דנה, arc, transcription, texts/mger0154.xml
דנה, arc, transcription, texts/mger0162.xml
דנה, arc, transcription, texts/mger0167.xml
דנה, arc, transcription, texts/mger0169.xml
דנה, arc, transcription, texts/mger0170.xml
דנה, arc, transcription, texts/mger0173.xml
דנה, arc, transcription, texts/mger0176.xml
דנה, arc, transcription, texts/mger0193.xml
דנה, arc, transcription, texts/mger0197.xml
דנה, arc, transcription, texts/mger0198.xml
דנה, arc, transcription, texts/mger0210.xml
דנה, arc, transcription, texts/unkn0107.xml
דסתס, arc, transcription, texts/jeru0230.xml
דסתס, arc, transcription, texts/mger0038.xml
דעבר, heb, transcription, texts/sepp0010.xml
דעוך, heb, transcription, texts/jord0001.xml
דעל, heb, transcription, texts/dabb0001.xml
דפנא, arc, transcription, texts/mger0026.xml
דפסחה, arc, transcription, texts/zoor0362.xml
דקבורת, arc, transcription, texts/jaff0056.xml
דקביר, arc, transcription, texts/beth0224.xml
דקיר, arc, transcription, texts/idum0001.xml
דקיר, arc, transcription, texts/idum0029.xml
דקיר, arc, transcription, texts/idum0164.xml
דקיר, arc, transcription, texts/idum0315.xml
דקיר, arc, transcription, texts/idum0328.xml
דקרב, arc, transcription, texts/tqas0003.xml
דקררקד, arc, transcription, texts/idum0376.xml
דר, arc, transcription, texts/idum0002.xml
דר, arc, transcription, texts/idum0023.xml
דר, arc, transcription, texts/idum0207.xml
דר, arc, transcription, texts/idum0377.xml
דר, arc, transcription, texts/idum0378.xml
דר, heb, transcription, texts/jord0001.xml
דרבי, arc, transcription, texts/jaff0051.xml
דרהמין, heb, transcription, texts/tibe0010.xml
דרהנו, arc, transcription, texts/idum0091.xml
דרו, arc, transcription, texts/idum0055.xml
דרו, arc, transcription, texts/idum0084.xml
דרו, arc, transcription, texts/idum0085.xml
דריונ, arc, transcription, texts/mger0161.xml
דרכנ, arc, transcription, texts/mger0219.xml
דש, arc, transcription, texts/idum0132.xml
דש, arc, transcription, texts/mare0114.xml
דשאבועה, arc, transcription, texts/zoor0362.xml
דשבועה, arc, transcription, texts/zoor0363.xml
דתמא, heb, transcription, texts/beth0252.xml
דתנחום, heb, transcription, texts/sepp0005.xml
ה, heb, transcription, texts/dabb0003.xml
ה, arc, transcription, texts/idum0121.xml
ה, arc, transcription, texts/jaff0056.xml
ה, heb, transcription, texts/jeru0123.xml
ה, heb, transcription, texts/jeru0198.xml
ה, heb, transcription, texts/jord0001.xml
ה, he, transcription, texts/masa0450.xml
ה, he, transcription, texts/masa0461.xml
ה, arc, transcription, texts/masa0606.xml
ה, arc, transcription, texts/mger0019.xml
ה, arc, transcription, texts/mger0023.xml
ה, arc, transcription, texts/mger0025.xml
ה, arc, transcription, texts/mger0149.xml
ה, arc, transcription, texts/mger0168.xml
ה, arc, transcription, texts/mger0195.xml
ה, arc, transcription, texts/mger0201.xml
ה, arc, transcription, texts/mger0211.xml
ה, arc, transcription, texts/mger0271.xml
ה, arc, transcription, texts/mger0274.xml
ה, arc, transcription, texts/mger0282.xml
ה, arc, transcription, texts/mger0315.xml
ה, arc, transcription, texts/mger0317.xml
ה, arc, transcription, texts/mger0325.xml
ה, arc, transcription, texts/mger0338.xml
ה, arc, transcription, texts/mger0341.xml
ה, arc, transcription, texts/mger0344.xml
ה, arc, transcription, texts/mger0358.xml
ה, arc, transcription, texts/mger0383.xml
ה, arc, transcription, texts/unkn0106.xml
הא, heb, transcription, texts/jord0001.xml
הא, arc, transcription, texts/mger0152.xml
האדונים, arc, transcription, texts/mger0395.xml
האות, heb, transcription, texts/jord0001.xml
האחרין, heb, transcription, texts/jord0001.xml
האלהים, arc, transcription, texts/mger0395.xml
הארון, he, transcription, texts/beth0247.xml
הארץ, heb, transcription, texts/jord0001.xml
הב, arc, transcription, texts/masa0559.xml
הב, arc, transcription, texts/masa0561.xml
הב, arc, transcription, texts/masa0562.xml
הב, arc, transcription, texts/masa0564.xml
הב, arc, transcription, texts/masa0565.xml
הב, arc, transcription, texts/masa0567.xml
הב, arc, transcription, texts/masa0572.xml
הב, arc, transcription, texts/masa0573.xml
הב, arc, transcription, texts/masa0574.xml
הב, arc, transcription, texts/masa0575.xml
הב, arc, transcription, texts/masa0582.xml
הברנס, arc, transcription, texts/mger0164.xml
הבשני, grc, transcription, texts/jeru0080.xml
הגאים, heb, transcription, texts/jord0001.xml
הגדל, heb, transcription, texts/jeru0234.xml
הגדל, he, transcription, texts/jeru0305.xml
הגדל, arc, transcription, texts/mger0384.xml
הגדם, arc, transcription, texts/jeru0036.xml
הגדראין, arc, transcription, texts/masa0420.xml
הגיור, grc, transcription, texts/akld0020.xml
הדא, arc, transcription, texts/jaff0051.xml
הדה, heb, transcription, texts/beth0223.xml
הדה, arc, transcription, texts/zoor0362.xml
הדי, he, transcription, texts/qumr0001.xml
הדן, heb, transcription, texts/sepp0010.xml
ההרב, arc, transcription, texts/mger0283.xml
הו, heb, transcription, texts/jord0001.xml
הו, arc, transcription, texts/mare0048.xml
הו, arc, transcription, texts/mare0136.xml
הו, arc, transcription, texts/mger0276.xml
הו, he, transcription, texts/qumr0002.xml
הוא, heb, transcription, texts/jord0001.xml
הוא, arc, transcription, texts/mger0395.xml
הוד, arc, transcription, texts/mger0043.xml
הודה, arc, transcription, texts/mger0049.xml
הודנ, arc, transcription, texts/mger0171.xml
הוה, heb, transcription, texts/jeru0236.xml
הוה, heb, transcription, texts/jord0001.xml
הוית, heb, transcription, texts/jeru0236.xml
הונא, arc, transcription, texts/mger0253.xml
הוקרנס, arc, transcription, texts/masa0610.xml
הושע, arc, transcription, texts/jeru0023.xml
הושע, arc, transcription, texts/masa0665.xml
הזה, heb, transcription, texts/jaff0052.xml
הזה, heb, transcription, texts/jord0001.xml
הזו, heb, transcription, texts/beth0250.xml
הזות, he, transcription, texts/masa0450.xml
הזות, he, transcription, texts/masa0451.xml
הזות, he, transcription, texts/masa0452.xml
החמש, arc, transcription, texts/mger0239.xml
החסידין, heb, transcription, texts/jord0001.xml
הי, arc, transcription, texts/idum0155.xml
הי, arc, transcription, texts/mger0054.xml
הי, arc, transcription, texts/mger0125.xml
הי, arc, transcription, texts/mger0167.xml
הי, arc, transcription, texts/mger0225.xml
הי, arc, transcription, texts/mger0235.xml
הי, arc, transcription, texts/mger0243.xml
הי, arc, transcription, texts/mger0244.xml
היא, heb, transcription, texts/jord0001.xml
היוחת, arc, transcription, texts/jeru0089.xml
היכילין, heb, transcription, texts/jeru0236.xml
היתי, arc, transcription, texts/idum0002.xml
היתי, arc, transcription, texts/idum0008.xml
היתי, arc, transcription, texts/idum0104.xml
היתי, arc, transcription, texts/idum0160.xml
היתי, arc, transcription, texts/idum0312.xml
היתי, arc, transcription, texts/idum0333.xml
היתי, arc, transcription, texts/idum0341.xml
הכדיןלה, he, transcription, texts/masa0454.xml
הכהן, heb, transcription, texts/jaff0052.xml
הכהן, heb, transcription, texts/jeru0234.xml
הכהן, he, transcription, texts/jeru0305.xml
הכהן, arc, transcription, texts/mger0388.xml
הכוהן, heb, transcription, texts/sepp0003.xml
הכלה, heb, transcription, texts/jeru0092.xml
הל, he, transcription, texts/qumr0001.xml
הליו, he, transcription, texts/qumr0001.xml
הליוי, heb, transcription, texts/sepp0006.xml
הלל, arc, transcription, texts/idum0138.xml
הלל, arc, transcription, texts/masa0423.xml
הללו, he, transcription, texts/qumr0001.xml
הללנוסי, he, transcription, texts/masa0473.xml
הלמסנפרגמ, arc, transcription, texts/mger0203.xml
הלנא, he, transcription, texts/akld0016.xml
הלעזר, arc, transcription, texts/jeru0011.xml
המא, grc, transcription, texts/jeri0015.xml
המל, heb, transcription, texts/jord0001.xml
המלאך, heb, transcription, texts/jord0001.xml
המנוח, arc, transcription, texts/masa0644.xml
המערה, heb, transcription, texts/beth0250.xml
המקום, heb, transcription, texts/jord0001.xml
המקוםהזה, he, transcription, texts/beth0261.xml
המרכבה, heb, transcription, texts/jord0001.xml
המרכבות, heb, transcription, texts/jord0001.xml
הן, arc, transcription, texts/mare0135.xml
הן, arc, transcription, texts/masa0556.xml
הנ, arc, transcription, texts/mger0206.xml
הנ, arc, transcription, texts/mger0308.xml
הנא, arc, transcription, texts/eavd0001.xml
הנא, arc, transcription, texts/jmon0005.xml
הנגי, heb, transcription, texts/jord0001.xml
הנה, heb, transcription, texts/jord0001.xml
הנטן, arc, transcription, texts/idum0076.xml
הניאו, arc, transcription, texts/jmon0009.xml
הניאו, arc, transcription, texts/sina0100.xml
הנים, arc, transcription, texts/mger0382.xml
הנניה, he, transcription, texts/masa0486.xml
הנעל, arc, transcription, texts/idum0003.xml
הנעל, arc, transcription, texts/idum0004.xml
הנעל, arc, transcription, texts/idum0032.xml
הנעל, arc, transcription, texts/idum0128.xml
הנעל, arc, transcription, texts/idum0148.xml
הנקי, arc, transcription, texts/masa0581.xml
הנרא, heb, transcription, texts/jord0001.xml
הספר, arc, transcription, texts/masa0667.xml
הסקת, arc, transcription, texts/unkn0107.xml
העב, he, transcription, texts/qumr0001.xml
העגל, heb, transcription, texts/jeru0226.xml
העולם, heb, transcription, texts/jord0001.xml
העיר, he, transcription, texts/huqo0001.xml
העל, arc, transcription, texts/mger0323.xml
העמקי, he, transcription, texts/masa0434.xml
הערץ, arc, transcription, texts/mger0395.xml
הצדיקים, heb, transcription, texts/beth0237.xml
הצדק, heb, transcription, texts/jord0001.xml
הצמח, heb, transcription, texts/jord0001.xml
הצץ, heb, transcription, texts/jord0001.xml
הקבר, he, transcription, texts/beth0255.xml
הקבר, heb, transcription, texts/jaff0052.xml
הקדושים, heb, transcription, texts/beth0239.xml
הקדש, he, transcription, texts/masa0449.xml
הקדש, he, transcription, texts/masa0450.xml
הקדש, he, transcription, texts/masa0451.xml
הקדש, he, transcription, texts/masa0452.xml
הקטן, grc, transcription, texts/beth0029.xml
הקטן, heb, transcription, texts/beth0233.xml
הקטן, heb, transcription, texts/beth0256.xml
הקטן, heb, transcription, texts/jord0001.xml
הקים, arc, transcription, texts/eavd0001.xml
הקפר, heb, transcription, texts/dabb0006.xml
הקר, arc, transcription, texts/mger0152.xml
הקרב, arc, transcription, texts/mger0002.xml
הקרב, arc, transcription, texts/mger0026.xml
הקרב, arc, transcription, texts/mger0068.xml
הקרב, arc, transcription, texts/mger0069.xml
הקרב, arc, transcription, texts/mger0070.xml
הקרב, arc, transcription, texts/mger0075.xml
הקרב, arc, transcription, texts/mger0079.xml
הקרב, arc, transcription, texts/mger0081.xml
הקרב, arc, transcription, texts/mger0084.xml
הקרב, arc, transcription, texts/mger0086.xml
הקרב, arc, transcription, texts/mger0087.xml
הקרב, arc, transcription, texts/mger0088.xml
הקרב, arc, transcription, texts/mger0104.xml
הקרב, arc, transcription, texts/mger0107.xml
הקרב, arc, transcription, texts/mger0114.xml
הקרב, arc, transcription, texts/mger0148.xml
הקרב, arc, transcription, texts/mger0153.xml
הקרב, arc, transcription, texts/mger0158.xml
הקרב, arc, transcription, texts/mger0159.xml
הקרבכומס, arc, transcription, texts/mger0074.xml
הקריב, , transcription, texts/mger0150.xml
הקריב, arc, transcription, texts/mger0388.xml
הקרני, arc, transcription, texts/masa0424.xml
הרדהימההבהר, arc, transcription, texts/mger0203.xml
הרה, he, transcription, texts/masa0449.xml
הרה, he, transcription, texts/masa0450.xml
הרה, he, transcription, texts/masa0451.xml
הרה, he, transcription, texts/masa0452.xml
הרם, he, transcription, texts/bshe0101.xml
הרע, heb, transcription, texts/jord0001.xml
הרש, arc, transcription, texts/masa0685.xml
השבר, arc, transcription, texts/mare0139.xml
השורה, he, transcription, texts/masa0450.xml
השורה, he, transcription, texts/masa0451.xml
השמים, heb, transcription, texts/jord0001.xml
השני, heb, transcription, texts/jord0001.xml
השרין, heb, transcription, texts/jord0001.xml
ו, heb, transcription, texts/beth0226.xml
ו, heb, transcription, texts/beth0246.xml
ו, heb, transcription, texts/beth0254.xml
ו, arc, transcription, texts/idum0141.xml
ו, arc, transcription, texts/idum0326.xml
ו, arc, transcription, texts/idum0327.xml
ו, heb, transcription, texts/jeri0001.xml
ו, arc, transcription, texts/jmon0004.xml
ו, arc, transcription, texts/jmon0008.xml
ו, heb, transcription, texts/jord0001.xml
ו, arc, transcription, texts/mare0077.xml
ו, he, transcription, texts/masa0449.xml
ו, arc, transcription, texts/mger0019.xml
ו, arc, transcription, texts/mger0053.xml
ו, arc, transcription, texts/mger0069.xml
ו, arc, transcription, texts/mger0141.xml
ו, arc, transcription, texts/mger0149.xml
ו, arc, transcription, texts/mger0198.xml
ו, arc, transcription, texts/mger0199.xml
ו, arc, transcription, texts/mger0277.xml
ו, arc, transcription, texts/mger0289.xml
ו, arc, transcription, texts/mger0304.xml
ו, arc, transcription, texts/mger0385.xml
ו, arc, transcription, texts/unkn0106.xml
ו, arc, transcription, texts/zoor0363.xml
וא, arc, transcription, texts/jmon0001.xml
וא, arc, transcription, texts/mger0095.xml
ואגדה, heb, transcription, texts/jord0001.xml
ואגיד, heb, transcription, texts/jord0001.xml
ואדון, arc, transcription, texts/mger0395.xml
ואח, arc, transcription, texts/mger0085.xml
ואחרן, arc, transcription, texts/mare0048.xml
ואטיון, heb, transcription, texts/beth0237.xml
ואי, arc, transcription, texts/jmon0018.xml
ואין, arc, transcription, texts/mger0395.xml
ואינן, he, transcription, texts/masa0449.xml
ואל, arc, transcription, texts/jmon0004.xml
ואל, arc, transcription, texts/mare0088.xml
ואלא, arc, transcription, texts/masa0556.xml
ואלה, arc, transcription, texts/hraq0001.xml
ואלו, arc, transcription, texts/jmon0002.xml
ואלו, arc, transcription, texts/jmon0007.xml
ואלו, arc, transcription, texts/sina0102.xml
ואלוף, heb, transcription, texts/jord0001.xml
ואלעזר, he, transcription, texts/jeru0303.xml
ואלת, arc, transcription, texts/jmon0015.xml
ואלת, arc, transcription, texts/jmon0017.xml
ואמן, he, transcription, texts/huqo0001.xml
ואנה, arc, transcription, texts/mare0135.xml
ואני, heb, transcription, texts/jord0001.xml
ואנן, he, transcription, texts/masa0451.xml
ואנתתה, arc, transcription, texts/mger0006.xml
ואנתתה, arc, transcription, texts/mger0036.xml
ואנתתה, arc, transcription, texts/mger0091.xml
ואנתתה, arc, transcription, texts/mger0099.xml
ואנתתה, arc, transcription, texts/mger0159.xml
ואצזידו, arc, transcription, texts/jmon0012.xml
ואראה, heb, transcription, texts/jord0001.xml
וארבע, arc, transcription, texts/idum0037.xml
וארבעה, arc, transcription, texts/idum0033.xml
וארבעין, arc, transcription, texts/zoor0363.xml
ואת, heb, transcription, texts/jord0001.xml
ואת, he, transcription, texts/qumr0001.xml
ואתה, arc, transcription, texts/mger0056.xml
ואתת, heb, transcription, texts/jeru0085.xml
וב, arc, transcription, texts/mger0142.xml
וב, arc, transcription, texts/mger0345.xml
וב, heb, transcription, texts/sepp0001.xml
ובאתרא, arc, transcription, texts/mger0148.xml
ובידו, he, transcription, texts/masa0468.xml
ובידעג, he, transcription, texts/qumr0001.xml
ובנה, arc, transcription, texts/mger0063.xml
ובנה, arc, transcription, texts/mger0162.xml
ובנהי, arc, transcription, texts/mger0036.xml
ובנוהי, arc, transcription, texts/mger0001.xml
ובנוהי, arc, transcription, texts/mger0002.xml
ובנוהי, arc, transcription, texts/mger0005.xml
ובנוהי, arc, transcription, texts/mger0015.xml
ובנוהי, arc, transcription, texts/mger0031.xml
ובנוהי, arc, transcription, texts/mger0041.xml
ובנוהי, arc, transcription, texts/mger0067.xml
ובנוהי, arc, transcription, texts/mger0089.xml
ובנוהי, arc, transcription, texts/mger0097.xml
ובנוהי, arc, transcription, texts/mger0138.xml
ובנוהי, arc, transcription, texts/mger0141.xml
ובנוי, heb, transcription, texts/sepp0002.xml
ובנוי, heb, transcription, texts/sepp0004.xml
ובנוי, heb, transcription, texts/sepp0008.xml
ובנוי, heb, transcription, texts/sepp0010.xml
ובני, arc, transcription, texts/mger0337.xml
ובני, heb, transcription, texts/sepp0006.xml
ובניה, arc, transcription, texts/mger0045.xml
ובנסד, heb, transcription, texts/jord0001.xml
ובעה, arc, transcription, texts/mare0135.xml
ובצם, arc, transcription, texts/idum0067.xml
וברה, heb, transcription, texts/jeru0045.xml
וברה, arc, transcription, texts/mger0020.xml
וברוכין, he, transcription, texts/huqo0001.xml
ובריה, he, transcription, texts/masa0504.xml
ובשבועה, heb, transcription, texts/beth0224.xml
וגרבי, arc, transcription, texts/mare0072.xml
וד, arc, transcription, texts/idum0032.xml
וד, arc, transcription, texts/masa0092.xml
וד, arc, transcription, texts/masa0095a.xml
ודהטוב, he, transcription, texts/beth0263.xml
ודכיר, arc, transcription, texts/eavd0001.xml
ודעתיד, heb, transcription, texts/tibe0003.xml
וה, heb, transcription, texts/jord0001.xml
וה, arc, transcription, texts/mger0322.xml
והאתאנים, he, transcription, texts/qumr0001.xml
והבאל, arc, transcription, texts/mare0042.xml
והבי, arc, transcription, texts/mare0134.xml
והדך, arc, transcription, texts/unkn0107.xml
והו, heb, transcription, texts/jord0001.xml
והי, arc, transcription, texts/mger0167.xml
והן, arc, transcription, texts/mare0048.xml
והן, arc, transcription, texts/masa0556.xml
והנפש, arc, transcription, texts/beth0282.xml
והנפש, he, transcription, texts/jeru0303.xml
והצנא, arc, transcription, texts/hraq0001.xml
והשבין, heb, transcription, texts/jord0001.xml
ווברה, arc, transcription, texts/jmon0017.xml
וזבדאל, arc, transcription, texts/idum0015.xml
וזבדי, arc, transcription, texts/mare0134.xml
וזידו, arc, transcription, texts/jmon0005.xml
וחבננבנ, arc, transcription, texts/mger0216.xml
וחדה, arc, transcription, texts/idum0059.xml
וחמש, arc, transcription, texts/idum0034.xml
וחמש, arc, transcription, texts/masa0571.xml
וחמשין, arc, transcription, texts/masa0571.xml
וטפחים, he, transcription, texts/masa0585.xml
וי, heb, transcription, texts/jord0001.xml
וי, arc, transcription, texts/masa0674.xml
וי, he, transcription, texts/qumr0001.xml
ויאל, arc, transcription, texts/idum0379.xml
ויהב, arc, transcription, texts/mare0136.xml
ויהו, arc, transcription, texts/mger0022.xml
ויהונתנ, arc, transcription, texts/mger0020.xml
וינש, arc, transcription, texts/masa0678.xml
ויעולון, arc, transcription, texts/mare0101.xml
וירו, arc, transcription, texts/idum0083.xml
וירח, grc, transcription, texts/beth0079.xml
וישוע, arc, transcription, texts/mger0020.xml
וכולאילנ, he, transcription, texts/qumr0001.xml
וכרי, heb, transcription, texts/jord0001.xml
וכתפיא, arc, transcription, texts/masa0556.xml
ולא, arc, transcription, texts/eavd0001.xml
ולא, heb, transcription, texts/jeru0042.xml
ולא, arc, transcription, texts/jeru0308.xml
ולא, arc, transcription, texts/masa0554.xml
ולדימרס, arc, transcription, texts/masa0573.xml
ולי, heb, transcription, texts/tibe0003.xml
ולכול, heb, transcription, texts/jord0001.xml
ולל, arc, transcription, texts/masa0580.xml
ולרמשא, arc, transcription, texts/unkn0105.xml
ולרמשא, arc, transcription, texts/unkn0106.xml
ולרמשאכל, arc, transcription, texts/unkn0106.xml
ולרמשאכלר, arc, transcription, texts/unkn0106.xml
ום, arc, transcription, texts/mger0227.xml
ומחר, heb, transcription, texts/jord0001.xml
ומירים, heb, transcription, texts/beth0251.xml
ומלכו, arc, transcription, texts/idum0061.xml
ומן, arc, transcription, texts/unkn0107.xml
ומנאי, arc, transcription, texts/mare0136.xml
ומעשות, heb, transcription, texts/ahma0001.xml
ומרא, arc, transcription, texts/masa0556.xml
ומראי, arc, transcription, texts/mare0136.xml
ומרתא, heb, transcription, texts/jeru0132.xml
ומשע, arc, transcription, texts/zoor0363.xml
ומתיה, heb, transcription, texts/jeru0045.xml
ון, grc, transcription, texts/beth0079.xml
ונ, heb, transcription, texts/jord0001.xml
ונ, arc, transcription, texts/mger0237.xml
ונג, he, transcription, texts/qumr0001.xml
ונהרי, heb, transcription, texts/sepp0005.xml
וני, arc, transcription, texts/masa0608.xml
וני, arc, transcription, texts/masa0609.xml
ונתן, arc, transcription, texts/masa0651.xml
ונתנ, arc, transcription, texts/mger0016.xml
וס, arc, transcription, texts/mger0011.xml
וסמקה, heb, transcription, texts/sepp0005.xml
וסת, arc, transcription, texts/idum0322.xml
וע, arc, transcription, texts/mare0109.xml
וע, arc, transcription, texts/mger0099.xml
וע, arc, transcription, texts/mger0161.xml
ועבידו, arc, transcription, texts/jmon0007.xml
