גי, גי, arc, transcription, </lb>גי, texts/idum0378.xml
גיזף, גיזף, arc, transcription, </gap>גיז</unclear>ף, texts/mare0105.xml
גיר, גיר, arc, transcription, </lb>גיר, texts/idum0092.xml
גיר, גיר, arc, transcription, גיר, texts/idum0100.xml
גיר, גיר, arc, transcription, גיר</supplied>, texts/idum0101.xml
גירא, גירא, arc, transcription, גירא, texts/masa0420.xml
גירו, גירו, arc, transcription, ג</unclear>ירו, texts/jmon0027.xml
גלד, גלד, arc, transcription, </lb>גלד, texts/idum0071.xml
גמרת, גמרת, arc, transcription, גמר</unclear>ת, texts/mare0080.xml
גן, גן, arc, transcription, </lb>גן, texts/idum0055.xml
גרגרן, גרגרן, arc, transcription, גר</unclear>גר</unclear>ן, texts/idum0028.xml
גרגרן, גרגרן, arc, transcription, </lb>גרגרן, texts/idum0045.xml
גרגרן, גרגרן, arc, transcription, גרג</unclear>רן, texts/idum0046.xml
גרגרן, גרגרן, arc, transcription, </lb>גרגרן, texts/idum0082.xml
גרגרן, גרגרן, arc, transcription, </lb>גרגרן, texts/idum0097.xml
גרגרן, גרגרן, arc, transcription, </lb>גרגרן, texts/idum0178.xml
גרגרן, גרגרן, arc, transcription, </lb>גרגר</unclear>ן, texts/idum0305.xml
גרגרן, גרגרן, arc, transcription, </lb>גרגרן, texts/idum0309a.xml
גרחו, גרחו, arc, transcription, גרחו, texts/eavd0001.xml
גרידא, גרידא, arc, transcription, גרידא, texts/jeru0026.xml
גרידא, גרידא, arc, transcription, גרידא</p></div>, texts/masa0432.xml
גרמאלהי, גרמאלהי, arc, transcription, </lb>גרמאלהי, texts/eavd0001.xml
גרשא, גרשא, arc, transcription, </choice></gap>גרש</gap>א, texts/mare0028.xml
גשורן, גשורן, arc, transcription, </lb>גשורן, texts/idum0140.xml
ד, ד, arc, transcription, ד, texts/beth0254.xml
ד, ד, arc, transcription, ד</supplied>, texts/eavd0001.xml
ד, ד, arc, transcription, ד, texts/idum0040.xml
ד, ד, arc, transcription, ד</unclear>, texts/idum0158.xml
ד, ד, arc, transcription, ד</unclear>, texts/idum0170.xml
ד, ד, arc, transcription, ד</unclear>, texts/idum0171.xml
ד, ד, arc, transcription, </gap></gap>ד</unclear>, texts/idum0182.xml
ד, ד, arc, transcription, ד</unclear>, texts/idum0302.xml
ד, ד, arc, transcription, </lb>ד</unclear>, texts/idum0306.xml
ד, ד, arc, transcription, ד</unclear>, texts/idum0311.xml
ד, ד, arc, transcription, ד</unclear>, texts/idum0313.xml
ד, ד, arc, transcription, ד</unclear>, texts/idum0340.xml
ד, ד, arc, transcription, ד</unclear>, texts/jaff0056.xml
ד, ד, arc, transcription, ד</p></div>, texts/masa0085.xml
ד, ד, arc, transcription, ד, texts/masa0421.xml
ד, ד, arc, transcription, ד</unclear>, texts/mger0013.xml
ד, ד, arc, transcription, ד</unclear>, texts/mger0021.xml
ד, ד, arc, transcription, ד</supplied>, texts/mger0077.xml
ד, ד, arc, transcription, </lb></gap></gap>ד</unclear>, texts/mger0099.xml
ד, ד, arc, transcription, ד</unclear>, texts/mger0174.xml
ד, ד, arc, transcription, </lb></gap>ד, texts/mger0231.xml
ד, ד, arc, transcription, </gap>ד</unclear>, texts/mger0281.xml
ד, ד, arc, transcription, ד</unclear>, texts/mger0287.xml
ד, ד, arc, transcription, ד</gap></gap>, texts/mger0290.xml
ד, ד, arc, transcription, </gap></gap>ד</unclear>, texts/mger0310.xml
ד, ד, arc, transcription, </gap>ד</unclear>, texts/mger0314.xml
ד, ד, arc, transcription, ד</unclear>, texts/mger0347.xml
ד, ד, arc, transcription, ד</unclear>, texts/mger0353.xml
ד, ד, arc, transcription, ד</unclear>, texts/mger0373.xml
ד, ד, arc, transcription, ד</unclear>, texts/unkn0106.xml
דא, דא, arc, transcription, דא, texts/masa0556.xml
דא, דא, arc, transcription, </choice>ד</unclear>א</gap></p></div>, texts/mger0199.xml
דאין, דאין, arc, transcription, ד</unclear>אין</unclear>, texts/mare0133.xml
דאלה, דאלה, arc, transcription, </lb>דאלה</unclear>, texts/mger0213.xml
דאלהא, דאלהא, arc, transcription, </lb>דאלהא</supplied>, texts/mger0214.xml
דבח, דבח, arc, transcription, </lb></gap>דב</supplied>ח, texts/mger0199.xml
דבחא, דבחא, arc, transcription, דבחא</unclear>, texts/mger0199.xml
דבי, דבי, arc, transcription, ד</unclear>בי, texts/jaff0055.xml
דבלא, דבלא, arc, transcription, דבלא, texts/unkn0104.xml
דבלין, דבלין, arc, transcription, דבלין, texts/unkn0104.xml
דברו, דברו, arc, transcription, </lb>דברו, texts/jmon0029.xml
דגא, דגא, arc, transcription, דגא</p></div>, texts/masa0552.xml
דה, דה, arc, transcription, דה, texts/mger0147.xml
דה, דה, arc, transcription, דה, texts/mger0148.xml
דהי, דהי, arc, transcription, דהי, texts/zoor0362.xml
דהיא, דהיא, arc, transcription, דהי</supplied>א, texts/zoor0363.xml
דהימההבהר, דהימההבהר, arc, transcription, </gap>ד</hi>הימה</hi>הבה</hi>ר</gap></p></div>, texts/mger0203.xml
דו, דו, arc, transcription, דו</p></div>, texts/masa0088.xml
דו, דו, arc, transcription, דו</unclear>, texts/masa0091.xml
דוסתס, דוסתס, arc, transcription, דוסתס, texts/jeru0049.xml
דוסתס, דוסתס, arc, transcription, דוסתס, texts/jeru0109.xml
דורס, דורס, arc, transcription, דורס, texts/jeru0111.xml
דזי, דזי, arc, transcription, דזי</gap></gap></p></div>, texts/mger0302.xml
דזיגרעאעליה, דזיגרעאעליה, arc, transcription, </lb></gap>דז</hi>יגרעא</hi>עליה</unclear>, texts/mger0202.xml
דחניאל, דחניאל, arc, transcription, דחניא</supplied>ל, texts/zoor0362.xml
דחסידה, דחסידה, arc, transcription, </lb>דחסידה, texts/zoor0363.xml
די, די, arc, transcription, די, texts/hraq0001.xml
די, די, arc, transcription, די</p></div>, texts/masa0087.xml
די, די, arc, transcription, די, texts/masa0554.xml
די, די, arc, transcription, </lb>די</supplied>, texts/masa0556.xml
די, די, arc, transcription, ד</unclear>י, texts/mger0003.xml
די, די, arc, transcription, די, texts/mger0040.xml
די, די, arc, transcription, די, texts/mger0087.xml
די, די, arc, transcription, </lb>די, texts/mger0148.xml
די, די, arc, transcription, </lb>די, texts/mger0154.xml
די, די, arc, transcription, די, texts/mger0156.xml
די, די, arc, transcription, די, texts/mger0161.xml
די, די, arc, transcription, </lb></gap>די, texts/mger0241.xml
די, די, arc, transcription, די, texts/unkn0107.xml
דיא, דיא, arc, transcription, דיא</unclear>, texts/mger0147.xml
דיאיתא, דיאיתא, arc, transcription, דיאי</supplied>תא, texts/masa0556.xml
דיגרם, דיגרם, arc, transcription, דיגר</supplied>ם</p></div>, texts/mare0116.xml
דידו, דידו, arc, transcription, דידו, texts/idum0147.xml
דיי, דיי, arc, transcription, </gap>דיי</unclear>, texts/mger0348.xml
דימו, דימו, arc, transcription, ד</unclear>ימו</p></div>, texts/sina0101.xml
דימונך, דימונך, arc, transcription, דימונך, texts/masa0556.xml
דכ, דכ, arc, transcription, </lb>דכ</supplied>, texts/jmon0007.xml
דכי, דכי, arc, transcription, דכי</supplied>, texts/sepp0004.xml
דכיר, דכיר, arc, transcription, </lb>דכיר, texts/eavd0001.xml
דכיר, דכיר, arc, transcription, </lb>דכיר, texts/jmon0001.xml
דכיר, דכיר, arc, transcription, </lb>דכיר, texts/jmon0005.xml
דכיר, דכיר, arc, transcription, דכיר, texts/jmon0008.xml
דכיר, דכיר, arc, transcription, </lb>דכיר, texts/jmon0009.xml
דכיר, דכיר, arc, transcription, ד</unclear>כיר, texts/jmon0011.xml
דכיר, דכיר, arc, transcription, דכיר, texts/jmon0012.xml
דכיר, דכיר, arc, transcription, דכיר, texts/jmon0013.xml
דכיר, דכיר, arc, transcription, דכי</supplied>ר, texts/jmon0015.xml
דכיר, דכיר, arc, transcription, דכיר, texts/jmon0023.xml
דכיר, דכיר, arc, transcription, דכיר</supplied>, texts/sepp0002.xml
דכיר, דכיר, arc, transcription, דכיר, texts/sepp0003.xml
דכיר, דכיר, arc, transcription, דכיר</supplied>, texts/sepp0006.xml
דכיר, דכיר, arc, transcription, דכיר</gap></supplied>, texts/sepp0008.xml
דכיר, דכיר, arc, transcription, דכיר, texts/sepp0010.xml
דכירב, דכירב, arc, transcription, דכירב</gap></supplied>, texts/sepp0011.xml
דכירט, דכירט, arc, transcription, דכירט</supplied>, texts/abil0001.xml
דכירין, דכירין, arc, transcription, דכירין, texts/sina0105.xml
דכירל, דכירל, arc, transcription, דכירל</unclear>, texts/jmon0020.xml
דכירן, דכירן, arc, transcription, דכירן, texts/sepp0005.xml
דכר, דכר, arc, transcription, דכר</unclear>, texts/mger0179.xml
דכרא, דכרא, arc, transcription, דכרא</p></div>, texts/mare0024.xml
דכראי, דכראי, arc, transcription, </lb>דכר</unclear>א</gap>י</p></div>, texts/mare0028.xml
דכרו, דכרו, arc, transcription, </lb>דכרו, texts/idum0024.xml
דכרו, דכרו, arc, transcription, דכרו</gap></p></div>, texts/idum0024a.xml
דכרו, דכרו, arc, transcription, דכ</unclear>רו, texts/idum0053.xml
דכרי, דכרי, arc, transcription, </lb>דכרי</unclear>, texts/mare0080.xml
דכרין, דכרין, arc, transcription, דכרין, texts/mare0136.xml
דכריןבר, דכריןבר, arc, transcription, דכריןבר</unclear>, texts/sepp0007.xml
דכרנ, דכרנ, arc, transcription, ד</unclear>כרנ, texts/mger0147.xml
דכרנ, דכרנ, arc, transcription, </lb>דכרנ</unclear>, texts/mger0156.xml
דכרנ, דכרנ, arc, transcription, דכרנ, texts/mger0175.xml
דכרנ, דכרנ, arc, transcription, דכרנ</supplied>, texts/mger0184.xml
דכרנ, דכרנ, arc, transcription, </lb>דכרנ, texts/mger0185.xml
דלאל, דלאל, arc, transcription, ד</unclear>לאל</unclear>, texts/idum0139.xml
דלי, דלי, arc, transcription, דלי</unclear>, texts/mger0030.xml
דםון, דםון, arc, transcription, דםון, texts/jeru0138.xml
דמטין, דמטין, arc, transcription, דמטין, texts/zoor0363.xml
דמית, דמית, arc, transcription, דמית, texts/zoor0363.xml
דמיתת, דמיתת, arc, transcription, </lb>דמיתת, texts/zoor0362.xml
דמתריס, דמתריס, arc, transcription, דמתריס</p></div>, texts/mare0033.xml
דנא, דנא, arc, transcription, דנא</p></div>, texts/mger0201.xml
דנאיל, דנאיל, arc, transcription, דנאיל</p></div>, texts/mare0117.xml
דנג, דנג, arc, transcription, </lb>דנג, texts/gaza0101.xml
דנה, דנה, arc, transcription, דנה</p></div>, texts/mger0147.xml
דנה, דנה, arc, transcription, דנה</supplied>, texts/mger0152.xml
דנה, דנה, arc, transcription, דנה</supplied>, texts/mger0153.xml
דנה, דנה, arc, transcription, דנה</supplied>, texts/mger0154.xml
דנה, דנה, arc, transcription, דנה</supplied>, texts/mger0162.xml
דנה, דנה, arc, transcription, דנה</supplied>, texts/mger0167.xml
דנה, דנה, arc, transcription, דנה</supplied>, texts/mger0169.xml
דנה, דנה, arc, transcription, דנה</supplied>, texts/mger0170.xml
דנה, דנה, arc, transcription, ד</supplied>נה</p></div>, texts/mger0173.xml
דנה, דנה, arc, transcription, דנה</supplied>, texts/mger0176.xml
דנה, דנה, arc, transcription, דנה</supplied>, texts/mger0193.xml
דנה, דנה, arc, transcription, ד</unclear>נה</p></div>, texts/mger0196.xml
דנה, דנה, arc, transcription, </lb>דנה</supplied>, texts/mger0197.xml
דנה, דנה, arc, transcription, דנה</supplied>, texts/mger0198.xml
דנה, דנה, arc, transcription, דנה, texts/mger0210.xml
דנה, דנה, arc, transcription, דנה, texts/unkn0107.xml
דסתס, דסתס, arc, transcription, דסתס, texts/jeru0230.xml
דסתס, דסתס, arc, transcription, דסתס</gap></p></div>, texts/mger0038.xml
דע, דע, arc, transcription, </choice>דע</p></div>, texts/mger0289.xml
דפנא, דפנא, arc, transcription, דפנא, texts/mger0026.xml
דפסחה, דפסחה, arc, transcription, </lb>דפסחה, texts/zoor0362.xml
דקבורת, דקבורת, arc, transcription, </lb>דקבורת, texts/jaff0056.xml
דקביר, דקביר, arc, transcription, דקביר, texts/beth0224.xml
דקיר, דקיר, arc, transcription, </lem>דקיר</rdg></app>, texts/idum0001.xml
דקיר, דקיר, arc, transcription, </lem>דקיר</rdg></app>, texts/idum0029.xml
דקיר, דקיר, arc, transcription, דקיר</unclear>, texts/idum0164.xml
דקיר, דקיר, arc, transcription, דקיר, texts/idum0315.xml
דקיר, דקיר, arc, transcription, </lb>דקיר</unclear>, texts/idum0328.xml
דקרב, דקרב, arc, transcription, דקרב</ex></expan>, texts/tqas0003.xml
דקררקד, דקררקד, arc, transcription, דקר</lem>רקד</rdg></app>, texts/idum0376.xml
דר, דר, arc, transcription, ד</lem>ר</rdg></app>, texts/idum0002.xml
דר, דר, arc, transcription, ד</lem>ר</rdg></app>, texts/idum0023.xml
דר, דר, arc, transcription, ד</lem>ר</rdg></app>, texts/idum0207.xml
דר, דר, arc, transcription, ד</lem>ר</rdg></app>, texts/idum0377.xml
דר, דר, arc, transcription, ד</lem>ר</rdg></app>, texts/idum0378.xml
דרבי, דרבי, arc, transcription, </lb>דרבי, texts/jaff0051.xml
דרהנו, דרהנו, arc, transcription, ד</lem>ר</rdg></app>הנו</unclear>, texts/idum0091.xml
דרו, דרו, arc, transcription, ד</lem>ר</rdg></app>ו, texts/idum0055.xml
דרו, דרו, arc, transcription, ד</lem>ר</rdg></app>ו, texts/idum0084.xml
דרו, דרו, arc, transcription, ד</lem>ר</rdg></app>ו</unclear>, texts/idum0085.xml
דריונ, דריונ, arc, transcription, </lb></gap>ד</hi>ריונ, texts/mger0161.xml
דרכנ, דרכנ, arc, transcription, </lb></gap>דרכנ, texts/mger0219.xml
דש, דש, arc, transcription, </lb>דש, texts/idum0132.xml
דש, דש, arc, transcription, </gap></gap>ד</unclear>ש</gap></p></div>, texts/mare0114.xml
דשאבועה, דשאבועה, arc, transcription, </lb>דשאבועה, texts/zoor0362.xml
דשבועה, דשבועה, arc, transcription, </lb>דשבועה, texts/zoor0363.xml
ה, ה, arc, transcription, ה</unclear>, texts/hraq0001.xml
ה, ה, arc, transcription, </gap>ה, texts/idum0121.xml
ה, ה, arc, transcription, ה</supplied></gap></p></div>, texts/jaff0056.xml
ה, ה, arc, transcription, ה</unclear>, texts/masa0559.xml
ה, ה, arc, transcription, </gap>ה, texts/masa0606.xml
ה, ה, arc, transcription, ה</unclear>, texts/mger0010.xml
ה, ה, arc, transcription, </choice>ה</unclear>, texts/mger0019.xml
ה, ה, arc, transcription, </choice>ה</gap></p></div>, texts/mger0021.xml
ה, ה, arc, transcription, </gap>ה, texts/mger0023.xml
ה, ה, arc, transcription, </lb></gap>ה</gap></gap></p></div>, texts/mger0025.xml
ה, ה, arc, transcription, ה</supplied>, texts/mger0030.xml
ה, ה, arc, transcription, ה</supplied>, texts/mger0047.xml
ה, ה, arc, transcription, </gap>ה</gap></p></div>, texts/mger0056.xml
ה, ה, arc, transcription, ה</unclear>, texts/mger0068.xml
ה, ה, arc, transcription, ה</unclear>, texts/mger0079.xml
ה, ה, arc, transcription, ה</unclear>, texts/mger0087.xml
ה, ה, arc, transcription, ה</unclear>, texts/mger0088.xml
ה, ה, arc, transcription, ה</supplied>, texts/mger0095.xml
ה, ה, arc, transcription, ה</supplied>, texts/mger0103.xml
ה, ה, arc, transcription, ה</unclear>, texts/mger0105.xml
ה, ה, arc, transcription, ה</unclear>, texts/mger0110.xml
ה, ה, arc, transcription, ה</supplied>, texts/mger0137.xml
ה, ה, arc, transcription, ה</unclear>, texts/mger0148.xml
ה, ה, arc, transcription, ה</supplied>, texts/mger0149.xml
ה, ה, arc, transcription, ה</unclear>, texts/mger0160.xml
ה, ה, arc, transcription, </lb></gap>ה</unclear>, texts/mger0164.xml
ה, ה, arc, transcription, </lb></gap>ה</unclear>, texts/mger0168.xml
ה, ה, arc, transcription, </gap></gap>ה</gap></p></div>, texts/mger0195.xml
ה, ה, arc, transcription, </lb></gap>ה, texts/mger0201.xml
ה, ה, arc, transcription, ה</unclear>, texts/mger0207.xml
ה, ה, arc, transcription, </lb>ה</supplied>, texts/mger0211.xml
ה, ה, arc, transcription, </lb></gap>ה</unclear>, texts/mger0225.xml
ה, ה, arc, transcription, </lb></gap>ה</unclear>, texts/mger0235.xml
ה, ה, arc, transcription, ה</unclear>, texts/mger0241.xml
ה, ה, arc, transcription, </gap>ה</gap></gap></p></div>, texts/mger0271.xml
ה, ה, arc, transcription, </gap>ה</unclear>, texts/mger0274.xml
ה, ה, arc, transcription, </gap>ה</unclear>, texts/mger0276.xml
ה, ה, arc, transcription, </gap>ה</gap></gap></p></div>, texts/mger0282.xml
ה, ה, arc, transcription, </gap>ה</unclear>, texts/mger0308.xml
ה, ה, arc, transcription, </gap>ה</unclear>, texts/mger0315.xml
ה, ה, arc, transcription, </gap>ה</p></div>, texts/mger0317.xml
ה, ה, arc, transcription, </gap></gap>ה</unclear>, texts/mger0323.xml
ה, ה, arc, transcription, ה</unclear>, texts/mger0324.xml
ה, ה, arc, transcription, </gap>ה</p></div>, texts/mger0325.xml
ה, ה, arc, transcription, </unclear>ה</unclear>, texts/mger0338.xml
ה, ה, arc, transcription, </lb></gap>ה</gap>, texts/mger0341.xml
ה, ה, arc, transcription, </lb></gap>ה</gap></p></div>, texts/mger0344.xml
ה, ה, arc, transcription, </choice>ה</p></div>, texts/mger0347.xml
ה, ה, arc, transcription, </gap></gap>ה</p></div>, texts/mger0358.xml
ה, ה, arc, transcription, </lb></gap>ה</gap></gap>, texts/mger0383.xml
ה, ה, arc, transcription, ה</unclear>, texts/mger0385.xml
ה, ה, arc, transcription, ה</unclear>, texts/unkn0106.xml
ה, ה, arc, transcription, ה</unclear>, texts/unkn0107.xml
הא, הא, arc, transcription, ה</unclear>א, texts/mger0152.xml
האדונים, האדונים, arc, transcription, האדונ</supplied>ים:, texts/mger0395.xml
האלהים, האלהים, arc, transcription, האלהים, texts/mger0395.xml
הב, הב, arc, transcription, </gap>הב, texts/masa0561.xml
הב, הב, arc, transcription, ה</unclear>ב</gap>, texts/masa0562.xml
הב, הב, arc, transcription, </lb>הב, texts/masa0564.xml
הב, הב, arc, transcription, </lb>הב, texts/masa0565.xml
הב, הב, arc, transcription, הב</supplied>, texts/masa0567.xml
הב, הב, arc, transcription, </gap>הב</gap>, texts/masa0572.xml
הב, הב, arc, transcription, </lb>הב, texts/masa0573.xml
הב, הב, arc, transcription, </lb>ה</unclear>ב, texts/masa0574.xml
הב, הב, arc, transcription, </lb>הב, texts/masa0575.xml
הב, הב, arc, transcription, הב, texts/masa0582.xml
הגדל, הגדל, arc, transcription, </lb></gap>ה</unclear>גדל</p></div>, texts/mger0384.xml
הגדם, הגדם, arc, transcription, הגדם</p></div>, texts/jeru0036.xml
הגדראין, הגדראין, arc, transcription, </lb>הגדראין, texts/masa0420.xml
הדא, הדא, arc, transcription, הדא, texts/jaff0051.xml
הדה, הדה, arc, transcription, הדה, texts/zoor0362.xml
ההעלגי, ההעלגי, arc, transcription, </gap>ה</hi>העלג</hi>י, texts/mger0205.xml
ההרב, ההרב, arc, transcription, </gap>ה</unclear>הרב</gap></p></div>, texts/mger0283.xml
הו, הו, arc, transcription, הו, texts/mare0048.xml
הו, הו, arc, transcription, הו, texts/mare0136.xml
הוא, הוא, arc, transcription, הוא, texts/mger0395.xml
הוד, הוד, arc, transcription, </gap></gap>ה</unclear>וד, texts/mger0043.xml
הודה, הודה, arc, transcription, ה</unclear>ודה, texts/mger0049.xml
הודנ, הודנ, arc, transcription, </lb></gap>ה</unclear>ודנ</gap></gap>, texts/mger0171.xml
הונא, הונא, arc, transcription, </gap>הו</hi>נא</unclear>, texts/mger0253.xml
הוקרנס, הוקרנס, arc, transcription, </gap>ה</unclear>וקר</unclear>נס</gap>, texts/masa0610.xml
הושע, הושע, arc, transcription, הושע, texts/jeru0023.xml
הושע, הושע, arc, transcription, הושע</unclear>, texts/masa0665.xml
החמש, החמש, arc, transcription, </lb>ה</hi>חמש</gap></p></div>, texts/mger0239.xml
הי, הי, arc, transcription, </lb>הי</supplied>, texts/idum0155.xml
הי, הי, arc, transcription, </lb></gap>ה</unclear>י, texts/mger0054.xml
הי, הי, arc, transcription, ה</unclear>י, texts/mger0125.xml
הי, הי, arc, transcription, הי</supplied>, texts/mger0140.xml
הי, הי, arc, transcription, הי</supplied>, texts/mger0141.xml
הי, הי, arc, transcription, הי</p></div>, texts/mger0142.xml
הי, הי, arc, transcription, ה</unclear>י, texts/mger0167.xml
הי, הי, arc, transcription, </gap>ה</unclear>י</gap></p></div>, texts/mger0243.xml
הי, הי, arc, transcription, </gap></gap>הי, texts/mger0244.xml
היוחת, היוחת, arc, transcription, היוחת, texts/jeru0089.xml
היתי, היתי, arc, transcription, </supplied>היתי, texts/idum0002.xml
היתי, היתי, arc, transcription, </lb>היתי, texts/idum0008.xml
היתי, היתי, arc, transcription, </lb>היתי, texts/idum0104.xml
היתי, היתי, arc, transcription, </lb>היתי, texts/idum0160.xml
היתי, היתי, arc, transcription, </lb>הית</unclear>י, texts/idum0312.xml
היתי, היתי, arc, transcription, היתי, texts/idum0333.xml
היתי, היתי, arc, transcription, </lb>היתי, texts/idum0341.xml
הכהן, הכהן, arc, transcription, </gap>הכהן, texts/mger0388.xml
הל, הל, arc, transcription, הל</unclear>, texts/masa0423.xml
הלל, הלל, arc, transcription, הלל</p></div>, texts/idum0138.xml
הלמ, הלמ, arc, transcription, </lb></gap>ה</unclear>ל</gap>מ</unclear>, texts/mger0203.xml
הלעזר, הלעזר, arc, transcription, הלעזר, texts/jeru0011.xml
המנוח, המנוח, arc, transcription, המנוח</p></div>, texts/masa0644.xml
הן, הן, arc, transcription, הן, texts/mare0135.xml
הן, הן, arc, transcription, </lb></gap></gap>הן, texts/masa0556.xml
הנ, הנ, arc, transcription, </lb></gap>הנ</p></div>, texts/mger0206.xml
הנא, הנא, arc, transcription, הנא, texts/eavd0001.xml
הנא, הנא, arc, transcription, הנא, texts/jmon0005.xml
הנו, הנו, arc, transcription, </choice>הנו, texts/idum0302.xml
הנו, הנו, arc, transcription, </choice>הנ</unclear>ו, texts/idum0306.xml
הנטן, הנטן, arc, transcription, הנטן, texts/idum0076.xml
הניאו, הניאו, arc, transcription, הניאו, texts/jmon0009.xml
הניאו, הניאו, arc, transcription, ה</supplied>ניאו, texts/sina0100.xml
הנים, הנים, arc, transcription, ה</unclear>נים, texts/mger0382.xml
הנעל, הנעל, arc, transcription, הנעל, texts/idum0003.xml
הנעל, הנעל, arc, transcription, הנע</unclear>ל, texts/idum0004.xml
הנעל, הנעל, arc, transcription, </lb>הנעל, texts/idum0032.xml
הנעל, הנעל, arc, transcription, הנעל, texts/idum0128.xml
הנעל, הנעל, arc, transcription, הנעל, texts/idum0148.xml
הנקי, הנקי, arc, transcription, הנקי, texts/masa0581.xml
הספר, הספר, arc, transcription, הספר</p></div>, texts/masa0667.xml
הסקת, הסקת, arc, transcription, </lb>הסקת, texts/unkn0107.xml
הערץ, הערץ, arc, transcription, </lb>הערץ, texts/mger0395.xml
הק, הק, arc, transcription, הק</unclear>, texts/mger0081.xml
הק, הק, arc, transcription, הק</unclear>, texts/mger0101.xml
הקים, הקים, arc, transcription, </gap>הקים</supplied>, texts/eavd0001.xml
הקר, הקר, arc, transcription, הקר</supplied>, texts/mger0152.xml
הקרב, הקרב, arc, transcription, הקרב, texts/mger0002.xml
הקרב, הקרב, arc, transcription, הקרב, texts/mger0026.xml
הקרב, הקרב, arc, transcription, הקרב</unclear>, texts/mger0069.xml
הקרב, הקרב, arc, transcription, הקרב</supplied>, texts/mger0070.xml
הקרב, הקרב, arc, transcription, ה</unclear>קרב</unclear>, texts/mger0074.xml
הקרב, הקרב, arc, transcription, הקרב, texts/mger0075.xml
הקרב, הקרב, arc, transcription, הקרב</unclear>, texts/mger0084.xml
הקרב, הקרב, arc, transcription, ה</unclear>קרב</unclear>, texts/mger0086.xml
הקרב, הקרב, arc, transcription, הקרב, texts/mger0104.xml
הקרב, הקרב, arc, transcription, ה</unclear>קרב, texts/mger0107.xml
הקרב, הקרב, arc, transcription, ה</unclear>קרב</supplied>, texts/mger0114.xml
הקרב, הקרב, arc, transcription, הקרב, texts/mger0148.xml
הקרב, הקרב, arc, transcription, הקרב, texts/mger0153.xml
הקרב, הקרב, arc, transcription, הקר</supplied>ב, texts/mger0158.xml
הקרב, הקרב, arc, transcription, הקרב, texts/mger0159.xml
הקריב, הקריב, arc, transcription, הקריב</supplied>, texts/mger0388.xml
הקרני, הקרני, arc, transcription, הקרני, texts/masa0424.xml
הר, הר, arc, transcription, </lb></gap>הר</unclear>, texts/mger0203.xml
הרש, הרש, arc, transcription, ה</unclear>רש</gap></p></div>, texts/masa0685.xml
השבר, השבר, arc, transcription, השב</unclear>ר</gap></p></div>, texts/mare0139.xml
הת, הת, arc, transcription, ה</hi>ת</gap>, texts/mger0238.xml
ו, ו, arc, transcription, </gap>ו</unclear>, texts/idum0092.xml
ו, ו, arc, transcription, ו</supplied>, texts/idum0129.xml
ו, ו, arc, transcription, </lb></gap>ו, texts/idum0141.xml
ו, ו, arc, transcription, </choice>ו, texts/idum0165.xml
ו, ו, arc, transcription, </choice>ו, texts/idum0182.xml
ו, ו, arc, transcription, </gap>ו</unclear>, texts/idum0326.xml
ו, ו, arc, transcription, </gap>ו, texts/idum0327.xml
ו, ו, arc, transcription, </choice>ו, texts/idum0340.xml
ו, ו, arc, transcription, </lb>ו, texts/jmon0004.xml
ו, ו, arc, transcription, ו</unclear>, texts/jmon0007.xml
ו, ו, arc, transcription, </lb>ו, texts/jmon0008.xml
ו, ו, arc, transcription, </gap>ו</unclear>, texts/jmon0017.xml
ו, ו, arc, transcription, ו</gap></supplied>, texts/mare0077.xml
ו, ו, arc, transcription, </lb></gap>ו</unclear>, texts/mger0019.xml
ו, ו, arc, transcription, ו</supplied>, texts/mger0053.xml
ו, ו, arc, transcription, </lb></gap>ו</supplied>, texts/mger0069.xml
ו, ו, arc, transcription, </lb></gap>ו</unclear>, texts/mger0095.xml
ו, ו, arc, transcription, ו</unclear>, texts/mger0126.xml
ו, ו, arc, transcription, </lb></gap>ו</gap></gap>, texts/mger0141.xml
ו, ו, arc, transcription, ו</unclear>, texts/mger0149.xml
ו, ו, arc, transcription, ו</unclear>, texts/mger0198.xml
ו, ו, arc, transcription, ו</unclear>, texts/mger0199.xml
ו, ו, arc, transcription, ו</unclear>, texts/mger0221.xml
ו, ו, arc, transcription, </lb></gap>ו</unclear>, texts/mger0237.xml
ו, ו, arc, transcription, ו</unclear>, texts/mger0276.xml
ו, ו, arc, transcription, ו</unclear>, texts/mger0277.xml
ו, ו, arc, transcription, </gap>ו</unclear>, texts/mger0286.xml
ו, ו, arc, transcription, </gap>ו</unclear>, texts/mger0289.xml
ו, ו, arc, transcription, </gap>ו</unclear>, texts/mger0304.xml
ו, ו, arc, transcription, </choice>ו</gap></p></div>, texts/mger0350.xml
ו, ו, arc, transcription, ו</gap>, texts/mger0385.xml
ו, ו, arc, transcription, ו</unclear>, texts/unkn0105.xml
ו, ו, arc, transcription, ו</unclear>, texts/unkn0106.xml
ו, ו, arc, transcription, </lb>ו, texts/zoor0363.xml
וא, וא, arc, transcription, וא, texts/jmon0001.xml
ואדון, ואדון, arc, transcription, </lb>ואדון, texts/mger0395.xml
ואח, ואח, arc, transcription, </lb></gap></gap>ואח</gap></p></div>, texts/mger0085.xml
ואחרן, ואחרן, arc, transcription, וא</unclear>חרן, texts/mare0048.xml
ואי, ואי, arc, transcription, </lb>ו</unclear>אי</gap></p></div>, texts/jmon0018.xml
ואין, ואין, arc, transcription, </lb>ואין, texts/mger0395.xml
