#Zubaydu/Zubidu, arc, transcription, ../iip-texts-master/epidoc-files/idum0001.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0237.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0238.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0239.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0240.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0241.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0242.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0243.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0244.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0245.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0246.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0247.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0248.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0249.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0250.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0251.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0252.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0255.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0257.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0260.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0262.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0264.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0265.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0270.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0271.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0272.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0276.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0281.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0282.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0283.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0284.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0289.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0291.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0292.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0295.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0298.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0304.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0308.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0317.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0326.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0329.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0330.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0331.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0332.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0333.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0334.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0335.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0336.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0338.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0339.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0340.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0341.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0342.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0343.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0344.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0345.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0346.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0355.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0358.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0367.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0370.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0371.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0372.xml
οὐδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0373.xml
οὐδείςἀθάνατος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0373.xml
οὐδεις, grc, transcription, ../iip-texts-master/epidoc-files/zoor0203.xml
οὐδεις, grc, transcription, ../iip-texts-master/epidoc-files/zoor0226.xml
οὐδεις, grc, transcription, ../iip-texts-master/epidoc-files/zoor0234.xml
οὐδεις, grc, transcription, ../iip-texts-master/epidoc-files/zoor0368.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/beth0127.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/caes0149.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/caes0150.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0016.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0022.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0023.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0034.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0056.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0058.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0063.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0064.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0117.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0119.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0132.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0134.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0135.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0136.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0137.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0139.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0140.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0141.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0142.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0143.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0144.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0145.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0149.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0153.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0154.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0155.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0159.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0162.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0163.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0164.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0166.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0167.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0169.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0170.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0171.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0172.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0173.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0174.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0175.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0176.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0177.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0178.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0179.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0180.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0181.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0182.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0184.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0188.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0189.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0190.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0191.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0192.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0193.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0195.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0196.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0197.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0198.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0200.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0202.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0205.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0216.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0228.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0253.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0258.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0290.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0325.xml
οὐδεὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0356.xml
οὐδεῖς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0307.xml
οὐδις, grc, transcription, ../iip-texts-master/epidoc-files/zoor0207.xml
οὐδις, grc, transcription, ../iip-texts-master/epidoc-files/zoor0218.xml
οὐδὶ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0134.xml
οὐδὶ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0135.xml
οὐδὶ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0145.xml
οὐδὶ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0255.xml
οὐδὶ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0284.xml
οὐδὶ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0311.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/beth0059.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/beth0136.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/beth0188.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/beth0194.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/elus0053.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0007.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0009.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0014.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0019.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0022.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0023.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0024.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0025.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0027.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0035.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0037.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0038.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0043.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0054.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0056.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0057.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0058.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0059.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0060.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0061.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0067.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0069.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0072.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0073.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0074.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0075.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0077.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0079.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0080.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0081.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0082.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0084.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0086.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0087.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0088.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0091.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0099.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0100.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0102.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0104.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0105.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0106.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0114.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0117.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0119.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0122.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0126.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0127.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0130.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0132.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0136.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0137.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0139.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0140.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0141.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0142.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0143.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0144.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0149.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0153.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0154.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0155.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0156.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0158.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0159.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0162.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0163.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0164.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0166.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0167.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0170.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0171.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0172.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0173.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0174.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0175.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0176.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0177.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0179.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0181.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0182.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0188.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0189.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0190.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0191.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0192.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0193.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0195.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0196.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0197.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0198.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0200.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0201.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0206.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0208.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0209.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0214.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0217.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0219.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0222.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0224.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0225.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0227.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0229.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0230.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0231.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0233.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0234.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0235.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0237.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0238.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0239.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0240.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0241.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0242.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0243.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0244.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0245.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0246.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0247.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0248.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0249.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0250.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0251.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0252.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0257.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0260.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0262.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0264.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0265.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0270.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0271.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0272.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0276.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0282.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0283.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0289.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0290.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0291.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0292.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0295.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0298.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0304.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0307.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0308.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0317.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0326.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0329.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0330.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0331.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0332.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0333.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0334.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0335.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0336.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0339.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0340.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0343.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0344.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0346.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0355.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0368.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0370.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0371.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0372.xml
οὐδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0373.xml
οὐετερανὸς, grc, transcription, ../iip-texts-master/epidoc-files/khis0071.xml
οὐεττερανοὶ, grc, transcription, ../iip-texts-master/epidoc-files/eluy0003.xml
οὐκ, grc, transcription, ../iip-texts-master/epidoc-files/elus0006.xml
οὐκ, grc, transcription, ../iip-texts-master/epidoc-files/mare0180.xml
οὐλομένης, grc, transcription, ../iip-texts-master/epidoc-files/hamm0001.xml
οὐρανίου, grc, transcription, ../iip-texts-master/epidoc-files/kede0002.xml
οὐσίας, grc, transcription, ../iip-texts-master/epidoc-files/elus0030.xml
οὐτιδανὸς, grc, transcription, ../iip-texts-master/epidoc-files/hamm0049.xml
οὕτω, grc, transcription, ../iip-texts-master/epidoc-files/caes0026.xml
οὖν, grc, transcription, ../iip-texts-master/epidoc-files/zoor0089.xml
οὖτοι, grc, transcription, ../iip-texts-master/epidoc-files/yavn0001.xml
οί, grc, transcription, ../iip-texts-master/epidoc-files/beth0002.xml
οὺδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0367.xml
οὺς, grc, transcription, ../iip-texts-master/epidoc-files/ulat0016.xml
οὺς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0353.xml
ούνου, grc, transcription, ../iip-texts-master/epidoc-files/caes0169.xml
οῦ, grc, transcription, ../iip-texts-master/epidoc-files/caes0199.xml
οῦ, grc, transcription, ../iip-texts-master/epidoc-files/caes0208.xml
οῦ, grc, transcription, ../iip-texts-master/epidoc-files/caes0326.xml
οῦ, grc, transcription, ../iip-texts-master/epidoc-files/iopp0003.xml
οῦ, grc, transcription, ../iip-texts-master/epidoc-files/rafi0008.xml
οῦ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0052.xml
οῦ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0259.xml
